Symbol,Name,Index,Sector ,ESG,MarketCap,
SWIM,LATHAM GROUP INC,Russell 2000,Consumer Discretionary,41," 1,614,320,512 ",62.69702277
MDVL,MEDAVAIL HOLDINGS INC,Russell 2000,Consumer Staples,41," 135,467,520 ",62.69702277
NPK,NATIONAL PRESTO INDUSTRIES INC,Russell 2000,Industrials,40.9," 528,005,376 ",62.52189142
ENDP,ENDO INTERNATIONAL PLC,Russell 2000,Health Care,40.9," 521,953,088 ",62.52189142
TXMD,THERAPEUTICSMD INC,Russell 2000,Health Care,40.9," 79,447,352 ",62.52189142
TR,TOOTSIE ROLL INDUSTRIES INC,Russell 2000,Consumer Staples,40.8," 3,290,660,096 ",62.34676007
RVMD,REVOLUTION MEDICINES INC,Russell 2000,Health Care,40.8," 1,636,835,328 ",62.34676007
TMCI,TREACE MEDICAL CONCEPTS INC,Russell 2000,Health Care,40.8," 1,056,865,088 ",62.34676007
AGX,ARGAN INC,Russell 2000,Industrials,40.8," 558,399,936 ",62.34676007
BRBS,BLUE RIDGE BANKSHARES INC,Russell 2000,Financials,40.8," 281,368,640 ",62.34676007
ORMP,ORAMED PHARMACEUTICALS INC,Russell 2000,Health Care,40.8," 224,056,832 ",62.34676007
GTBP,GT BIOPHARMA INC,Russell 2000,Health Care,40.8," 63,194,640 ",62.34676007
ANGN,ANGION BIOMEDICA CORP,Russell 2000,Health Care,40.8," 48,531,800 ",62.34676007
GE,GE,S&P 500,Industrials,40.7," 88,526,077,952 ",62.17162872
NKLA,NIKOLA CORP,Russell 2000,Industrials,40.7," 3,047,925,504 ",62.17162872
IMUX,IMMUNIC INC,Russell 2000,Health Care,40.7," 201,466,352 ",62.17162872
INZY,INOZYME PHARMA INC,Russell 2000,Health Care,40.7," 164,502,704 ",62.17162872
SKIN,BEAUTY HEALTH COMPANY CLASS A CLAS,Russell 2000,Consumer Staples,40.6," 2,218,308,352 ",61.99649737
MEC,MAYVILLE ENGINEERING COMPANY INC,Russell 2000,Industrials,40.6," 182,870,592 ",61.99649737
KMPH,KEMPHARM INC,Russell 2000,Health Care,40.6," 162,656,848 ",61.99649737
MOGA,MOOG INC CLASS A,Russell 2000,Industrials,40.5, NA ,61.82136602
KDNY,CHINOOK THERAPEUTICS INC,Russell 2000,Health Care,40.5," 881,503,552 ",61.82136602
BLBD,BLUE BIRD CORP,Russell 2000,Industrials,40.5," 529,191,200 ",61.82136602
ATRO,ASTRONICS CORP,Russell 2000,Industrials,40.5," 316,231,712 ",61.82136602
COGT,COGENT BIOSCIENCES INC,Russell 2000,Health Care,40.5," 315,694,976 ",61.82136602
NEXI,NEXIMMUNE INC,Russell 2000,Health Care,40.5," 73,779,016 ",61.82136602
HI,HILLENBRAND INC,Russell 2000,Industrials,40.4," 3,193,617,920 ",61.64623468
FDP,FRESH DEL MONTE PRODUCE INC,Russell 2000,Consumer Staples,40.4," 1,180,463,616 ",61.64623468
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Russell 2000,Health Care,40.4," 804,806,592 ",61.64623468
SPNE,SEASPINE HOLDINGS CORP,Russell 2000,Health Care,40.4," 364,645,376 ",61.64623468
PAVM,PAVMED INC,Russell 2000,Health Care,40.4," 117,966,224 ",61.64623468
ONCT,ONCTERNAL THERAPEUTICS INC,Russell 2000,Health Care,40.4," 53,383,432 ",61.64623468
HII,Huntington Ingalls Industries,S&P 500,Industrials,40.3," 8,900,483,072 ",61.47110333
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Russell 2000,Health Care,40.3," 951,275,392 ",61.47110333
YORW,YORK WATER,Russell 2000,Utilities,40.3," 572,312,896 ",61.47110333
SIGA,SIGA TECHNOLOGIES INC,Russell 2000,Health Care,40.3," 523,500,480 ",61.47110333
HYFM,HYDROFARM HOLDINGS GROUP INC,Russell 2000,Industrials,40.3," 432,016,256 ",61.47110333
CBNK,CAPITAL BANCORP INC,Russell 2000,Financials,40.3," 320,191,456 ",61.47110333
RPID,RAPID MICRO BIOSYSTEMS INC CLASS A,Russell 2000,Health Care,40.3," 240,887,920 ",61.47110333
INSP,INSPIRE MEDICAL SYSTEMS INC,Russell 2000,Health Care,40.2," 5,698,441,728 ",61.29597198
AIR,AAR CORP,Russell 2000,Industrials,40.2," 1,704,576,128 ",61.29597198
USLM,UNITED STATES LIME AND MINERALS IN,Russell 2000,Materials,40.2," 637,607,104 ",61.29597198
NPCE,NEUROPACE INC,Russell 2000,Health Care,40.2," 178,759,296 ",61.29597198
OLMA,OLEMA PHARMACEUTICALS INC,Russell 2000,Health Care,40.2," 112,289,120 ",61.29597198
CLNE,CLEAN ENERGY FUELS CORP,Russell 2000,Energy,40.1," 1,398,637,696 ",61.12084063
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Russell 2000,Information Technology,40.1," 1,271,806,336 ",61.12084063
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Russell 2000,Health Care,40.1," 1,129,279,872 ",61.12084063
LNDC,LANDEC CORP,Russell 2000,Consumer Staples,40.1," 285,993,152 ",61.12084063
CTVA,Corteva,S&P 500,Materials,40," 42,981,412,864 ",60.94570928
VINC,VINCERX PHARMA INC,Russell 2000,Health Care,40," 56,649,660 ",60.94570928
TLIS,TALIS BIOMEDICAL CORP,Russell 2000,Health Care,40," 26,618,900 ",60.94570928
SITM,SITIME CORP,Russell 2000,Information Technology,39.9," 4,040,254,976 ",60.77057793
IRTC,IRHYTHM TECHNOLOGIES INC,Russell 2000,Health Care,39.9," 3,861,595,904 ",60.77057793
IPAR,INTER PARFUMS INC,Russell 2000,Consumer Staples,39.9," 2,654,959,104 ",60.77057793
SFL,SFL LTD,Russell 2000,Energy,39.9," 1,438,159,488 ",60.77057793
INVA,INNOVIVA INC,Russell 2000,Health Care,39.9," 1,139,658,112 ",60.77057793
ALLK,ALLAKOS INC,Russell 2000,Health Care,39.9," 208,093,696 ",60.77057793
WTI,W AND T OFFSHORE INC,Russell 2000,Energy,39.8," 843,770,816 ",60.59544658
NRIX,NURIX THERAPEUTICS INC,Russell 2000,Health Care,39.8," 554,823,360 ",60.59544658
SKYT,SKYWATER TECHNOLOGY INC,Russell 2000,Information Technology,39.8," 286,116,704 ",60.59544658
GRTS,GRITSTONE BIO INC,Russell 2000,Health Care,39.8," 203,215,392 ",60.59544658
DNMR,DANIMER SCIENTIFIC INC CLASS A,Russell 2000,Materials,39.7," 476,547,488 ",60.42031524
ALGT,ALLEGIANT TRAVEL,Russell 2000,Industrials,39.6," 2,781,721,088 ",60.24518389
IEA,INFRASTRUCTURE AND ENERGY ALTERNAT,Russell 2000,Industrials,39.6," 478,833,184 ",60.24518389
PRVB,PROVENTION BIO INC,Russell 2000,Health Care,39.6," 312,558,528 ",60.24518389
CVRX,CVRX INC,Russell 2000,Health Care,39.6," 124,981,512 ",60.24518389
EAR,EARGO INC,Russell 2000,Health Care,39.5," 129,004,704 ",60.07005254
ZGNX,ZOGENIX INC CVR,Russell 2000,Health Care,39.4," 1,500,171,008 ",59.89492119
SILK,SILK ROAD MEDICAL INC,Russell 2000,Health Care,39.4," 1,393,236,224 ",59.89492119
TBPH,THERAVANCE BIOPHARMA INC,Russell 2000,Health Care,39.4," 781,786,496 ",59.89492119
ATOS,ATOSSA THERAPEUTICS INC,Russell 2000,Health Care,39.4," 130,592,664 ",59.89492119
CDZI,CADIZ INC,Russell 2000,Utilities,39.4," 107,087,136 ",59.89492119
ASXC,ASENSUS SURGICAL INC,Russell 2000,Health Care,39.4," 104,023,040 ",59.89492119
LMAT,LEMAITRE VASCULAR INC,Russell 2000,Health Care,39.3," 990,689,280 ",59.71978984
OMIC,SINGULAR GENOMICS SYSTEMS INC,Russell 2000,Health Care,39.3," 304,235,392 ",59.71978984
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Russell 2000,Health Care,39.2," 2,779,556,608 ",59.54465849
AIN,ALBANY INTERNATIONAL CORP CLASS A,Russell 2000,Industrials,39.2," 2,595,284,992 ",59.54465849
XENT,INTERSECT ENT INC,Russell 2000,Health Care,39.2," 942,671,232 ",59.54465849
CDXS,CODEXIS INC,Russell 2000,Health Care,39.2," 837,198,528 ",59.54465849
BVS,BIOVENTUS CLASS A INC,Russell 2000,Health Care,39.2," 610,261,120 ",59.54465849
IESC,IES INC,Russell 2000,Industrials,39.2," 566,054,528 ",59.54465849
BLFS,BIOLIFE SOLUTIONS INC,Russell 2000,Health Care,39.2," 563,652,096 ",59.54465849
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Russell 2000,Financials,39.2," 261,797,840 ",59.54465849
OCX,ONCOCYTE CORP,Russell 2000,Health Care,39.2," 143,400,736 ",59.54465849
MGTA,MAGENTA THERAPEUTICS INC,Russell 2000,Health Care,39.2," 91,138,760 ",59.54465849
CRC,CALIFORNIA RESOURCES CORP,Russell 2000,Energy,39.1," 3,465,894,144 ",59.36952715
INT,WORLD FUEL SERVICES CORP,Russell 2000,Energy,39.1," 1,482,401,280 ",59.36952715
RCEL,AVITA MEDICAL INC,Russell 2000,Health Care,39.1," 166,254,416 ",59.36952715
TDG,TransDigm,S&P 500,Industrials,39," 34,482,450,432 ",59.1943958
AR,ANTERO RESOURCES CORP,Russell 2000,Energy,39," 12,026,546,176 ",59.1943958
ITCI,INTRA CELLULAR THERAPIES INC,Russell 2000,Health Care,39," 4,825,417,728 ",59.1943958
SGHT,SIGHT SCIENCES INC,Russell 2000,Health Care,39," 368,348,896 ",59.1943958
CLPT,CLEARPOINT NEURO INC,Russell 2000,Health Care,39," 211,002,080 ",59.1943958
SWAV,SHOCKWAVE MEDICAL INC,Russell 2000,Health Care,38.9," 5,789,362,176 ",59.01926445
KALU,KAISER ALUMINIUM CORP,Russell 2000,Materials,38.9," 1,653,570,048 ",59.01926445
CUTR,CUTERA INC,Russell 2000,Health Care,38.9," 1,146,249,472 ",59.01926445
ARAY,ACCURAY INC,Russell 2000,Health Care,38.9," 239,366,656 ",59.01926445
SAVA,CASSAVA SCIENCES INC,Russell 2000,Health Care,38.8," 844,872,896 ",58.8441331
ANGO,ANGIODYNAMICS INC,Russell 2000,Health Care,38.8," 823,689,344 ",58.8441331
OCDX,ORTHO CLINICAL DIAGNOSTICS HOLDING,Russell 2000,Health Care,38.6," 4,300,065,280 ",58.4938704
LUNG,PULMONX CORP,Russell 2000,Health Care,38.6," 936,027,968 ",58.4938704
ORIC,ORIC PHARMACEUTICALS INC,Russell 2000,Health Care,38.6," 134,447,952 ",58.4938704
XMTR,XOMETRY INC CLASS A,Russell 2000,Consumer Discretionary,38.5," 1,703,438,208 ",58.31873905
SXI,STANDEX INTERNATIONAL CORP,Russell 2000,Industrials,38.5," 1,198,569,984 ",58.31873905
ADN,ADVENT TECHNOLOGIES HOLDINGS INC C,Russell 2000,Industrials,38.5," 105,407,808 ",58.31873905
FFWM,FIRST FOUNDATION INC,Russell 2000,Financials,38.4," 1,295,654,016 ",58.14360771
AC,ASSOCIATED CAPITAL GROUP INC CLASS,Russell 2000,Financials,38.4," 854,865,152 ",58.14360771
BFLY,BUTTERFLY NETWORK INC CLASS A,Russell 2000,Health Care,38.4," 768,087,616 ",58.14360771
OTLK,OUTLOOK THERAPEUTICS INC,Russell 2000,Health Care,38.4," 387,997,472 ",58.14360771
SFST,SOUTHERN FIRST BANCSHARES INC,Russell 2000,Financials,38.4," 377,049,600 ",58.14360771
PBFS,PIONEER BANCORP INC,Russell 2000,Financials,38.4," 269,128,960 ",58.14360771
SGRY,SURGERY PARTNERS INC,Russell 2000,Health Care,38.3," 5,120,083,968 ",57.96847636
SUM,SUMMIT MATERIALS INC CLASS A,Russell 2000,Materials,38.3," 3,668,958,976 ",57.96847636
CTKB,CYTEK BIOSCIENCES INC,Russell 2000,Health Care,38.3," 1,295,435,264 ",57.96847636
STRL,STERLING CONSTRUCTION INC,Russell 2000,Industrials,38.3," 725,779,072 ",57.96847636
LPG,DORIAN LPG LTD,Russell 2000,Energy,38.3," 619,491,392 ",57.96847636
MTW,MANITOWOC INC,Russell 2000,Industrials,38.3," 489,797,536 ",57.96847636
APLS,APELLIS PHARMACEUTICALS INC,Russell 2000,Health Care,38.2," 4,892,480,512 ",57.79334501
MVBF,MVB FINANCIAL CORP,Russell 2000,Financials,38.2," 500,429,280 ",57.79334501
CCNE,CNB FINANCIAL CORP,Russell 2000,Financials,38.2," 437,872,352 ",57.79334501
CVGI,COMMERCIAL VEHICLE GROUP INC,Russell 2000,Industrials,38.2," 247,753,920 ",57.79334501
NRIM,NORTHRIM BANCORP INC,Russell 2000,Financials,38.2," 241,114,336 ",57.79334501
BOLT,BOLT BIOTHERAPEUTICS INC,Russell 2000,Health Care,38.2," 59,954,720 ",57.79334501
CELH,CELSIUS HOLDINGS INC,Russell 2000,Consumer Staples,38.1," 4,302,160,384 ",57.61821366
CNMD,CONMED CORP,Russell 2000,Health Care,38.1," 4,116,461,312 ",57.61821366
CMP,COMPASS MINERALS INTERNATIONAL INC,Russell 2000,Materials,38.1," 2,064,383,744 ",57.61821366
BGS,B AND G FOODS INC,Russell 2000,Consumer Staples,38," 1,920,806,016 ",57.44308231
CVGW,CALAVO GROWERS INC,Russell 2000,Consumer Staples,38," 612,076,544 ",57.44308231
HY,HYSTER YALE MATERIALS HANDLING INC,Russell 2000,Industrials,38," 576,922,816 ",57.44308231
CCB,COASTAL FINANCIAL CORP,Russell 2000,Financials,38," 545,194,816 ",57.44308231
INBK,FIRST INTERNET BANCORP,Russell 2000,Financials,38," 358,975,872 ",57.44308231
CLVS,CLOVIS ONCOLOGY INC,Russell 2000,Health Care,38," 241,716,720 ",57.44308231
GDEN,GOLDEN ENTERTAINMENT INC,Russell 2000,Consumer Discretionary,37.9," 1,388,166,016 ",57.26795096
OUST,OUSTER INC CLASS A,Russell 2000,Information Technology,37.9," 597,204,672 ",57.26795096
MWA,MUELLER WATER PRODUCTS INC SERIES,Russell 2000,Industrials,37.8," 2,016,909,568 ",57.09281961
TPTX,TURNING POINT THERAPEUTICS INC,Russell 2000,Health Care,37.8," 1,665,310,976 ",57.09281961
ATER,ATERIAN INC,Russell 2000,Consumer Discretionary,37.8," 328,475,136 ",57.09281961
TDY,Teledyne,S&P 500,Industrials,37.7," 20,514,758,656 ",56.91768827
AMRC,AMERESCO INC CLASS A,Russell 2000,Industrials,37.7," 3,250,354,944 ",56.91768827
DY,DYCOM INDUSTRIES INC,Russell 2000,Industrials,37.7," 2,522,596,096 ",56.91768827
OM,OUTSET MEDICAL INC,Russell 2000,Health Care,37.7," 1,908,508,928 ",56.91768827
INSW,INTERNATIONAL SEAWAYS INC,Russell 2000,Energy,37.7," 1,109,487,488 ",56.91768827
HCI,HCI GROUP INC,Russell 2000,Financials,37.7," 701,955,904 ",56.91768827
AKYA,AKOYA BIOSCIENCES INC,Russell 2000,Health Care,37.7," 414,889,824 ",56.91768827
LABP,LANDOS BIOPHARMA INC,Russell 2000,Health Care,37.7," 35,424,312 ",56.91768827
ASTE,ASTEC INDUSTRIES INC,Russell 2000,Industrials,37.6," 969,216,704 ",56.74255692
JBSS,JOHN B SANFILIPPO AND SON INC,Russell 2000,Consumer Staples,37.6," 891,185,664 ",56.74255692
VERU,VERU INC,Russell 2000,Consumer Staples,37.6," 872,111,168 ",56.74255692
GLUE,MONTE ROSA THERAPEUTICS INC,Russell 2000,Health Care,37.6," 571,071,872 ",56.74255692
REV,REVLON INC CLASS A,Russell 2000,Consumer Staples,37.6," 302,144,384 ",56.74255692
GCP,GCP APPLIED TECHNOLOGIES INC,Russell 2000,Materials,37.5," 2,333,494,272 ",56.56742557
XPER,XPERI HOLDING CORP,Russell 2000,Information Technology,37.5," 1,757,872,896 ",56.56742557
ECVT,ECOVYST INC,Russell 2000,Materials,37.5," 1,438,347,008 ",56.56742557
PLOW,DOUGLAS DYNAMICS INC,Russell 2000,Industrials,37.5," 712,960,576 ",56.56742557
GBX,GREENBRIER INC,Russell 2000,Industrials,37.4," 1,446,893,952 ",56.39229422
CASH,META FINANCIAL GROUP INC,Russell 2000,Financials,37.4," 1,316,977,536 ",56.39229422
DCOM,DIME COMMUNITY BANCSHARES INC,Russell 2000,Financials,37.4," 1,316,361,856 ",56.39229422
MMAT,META MATERIALS INC,Russell 2000,Information Technology,37.4," 392,246,432 ",56.39229422
FBIO,FORTRESS BIOTECH INC,Russell 2000,Health Care,37.4," 108,678,960 ",56.39229422
NUVA,NUVASIVE INC,Russell 2000,Health Care,37.3," 2,925,739,520 ",56.21716287
AIMC,ALTRA INDUSTRIAL MOTION CORP,Russell 2000,Industrials,37.3," 2,700,603,136 ",56.21716287
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Russell 2000,Industrials,37.3," 976,600,000 ",56.21716287
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Russell 2000,Financials,37.3," 267,139,120 ",56.21716287
DRIO,DARIOHEALTH CORP,Russell 2000,Health Care,37.3," 112,785,880 ",56.21716287
INFI,INFINITY PHARMACEUTICALS INC,Russell 2000,Health Care,37.3," 71,841,336 ",56.21716287
PNM,PNM RESOURCES INC,Russell 2000,Utilities,37.2," 3,963,855,616 ",56.04203152
OFLX,OMEGA FLEX INC,Russell 2000,Industrials,37.2," 1,137,156,096 ",56.04203152
MHLD,MAIDEN HOLDINGS LTD,Russell 2000,Financials,37.2," 204,625,968 ",56.04203152
GRC,GORMAN-RUPP,Russell 2000,Industrials,37.1," 864,000,640 ",55.86690018
NWPX,NORTHWEST PIPE,Russell 2000,Industrials,37.1," 266,244,064 ",55.86690018
BHVN,BIOHAVEN PHARMACEUTICAL HOLDING CO,Russell 2000,Health Care,37," 6,849,897,984 ",55.69176883
SPWR,SUNPOWER CORP,Russell 2000,Information Technology,37," 3,313,504,768 ",55.69176883
MOS,Mosaic,S&P 500,Materials,36.9," 24,296,701,952 ",55.51663748
AMBA,AMBARELLA INC,Russell 2000,Information Technology,36.9," 3,325,605,120 ",55.51663748
ALRS,ALERUS FINANCIAL CORP,Russell 2000,Financials,36.9," 462,124,256 ",55.51663748
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Russell 2000,Health Care,36.9," 316,627,328 ",55.51663748
MILE,METROMILE INC,Russell 2000,Financials,36.9," 145,358,400 ",55.51663748
FDBC,FIDELITY D AND D BANCORP INC,Russell 2000,Financials,36.8," 220,646,032 ",55.34150613
TSN,Tyson,S&P 500,Consumer Staples,36.7," 34,469,117,952 ",55.16637478
GTLS,CHART INDUSTRIES INC,Russell 2000,Industrials,36.7," 6,802,681,856 ",55.16637478
TEX,TEREX CORP,Russell 2000,Industrials,36.7," 2,555,488,000 ",55.16637478
STOK,STOKE THERAPEUTICS INC,Russell 2000,Health Care,36.7," 593,808,384 ",55.16637478
PCYO,PURE CYCLE CORP,Russell 2000,Utilities,36.7," 257,573,728 ",55.16637478
GLSI,GREENWICH LIFESCIENCES INC,Russell 2000,Health Care,36.7," 156,065,584 ",55.16637478
CVM,CEL SCI CORP,Russell 2000,Health Care,36.7," 135,885,696 ",55.16637478
POR,PORTLAND GENERAL ELECTRIC,Russell 2000,Utilities,36.6," 4,193,826,560 ",54.99124343
RGR,STURM RUGER INC,Russell 2000,Consumer Discretionary,36.6," 1,244,256,640 ",54.99124343
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Russell 2000,Financials,36.6," 1,155,361,920 ",54.99124343
TGTX,TG THERAPEUTICS INC,Russell 2000,Health Care,36.6," 1,147,544,320 ",54.99124343
NUVL,NUVALENT INC CLASS A,Russell 2000,Health Care,36.6," 531,251,296 ",54.99124343
FUV,ARCIMOTO INC,Russell 2000,Consumer Discretionary,36.6," 162,538,032 ",54.99124343
ARDX,ARDELYX INC,Russell 2000,Health Care,36.6," 118,215,744 ",54.99124343
XOM,ExxonMobil,S&P 500,Energy,36.5," 388,220,190,720 ",54.81611208
PXD,Pioneer Natural Resources,S&P 500,Energy,36.5," 61,162,397,696 ",54.81611208
AGTI,AGILITI INC,Russell 2000,Health Care,36.5," 2,674,439,936 ",54.81611208
NVRO,NEVRO CORP,Russell 2000,Health Care,36.5," 2,212,546,048 ",54.81611208
TALO,TALOS ENERGY INC,Russell 2000,Energy,36.5," 1,716,395,136 ",54.81611208
SUPN,SUPERNUS PHARMACEUTICALS INC,Russell 2000,Health Care,36.5," 1,560,575,872 ",54.81611208
MBI,MBIA INC,Russell 2000,Financials,36.5," 753,680,192 ",54.81611208
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,Russell 2000,Financials,36.5," 728,122,048 ",54.81611208
OMGA,OMEGA THERAPEUTICS INC,Russell 2000,Health Care,36.5," 166,033,904 ",54.81611208
ADM,ADM,S&P 500,Consumer Staples,36.4," 51,290,832,896 ",54.64098074
MGEE,MGE ENERGY INC,Russell 2000,Utilities,36.4," 2,901,028,096 ",54.64098074
VLGEA,VILLAGE SUPER MARKET INC CLASS A,Russell 2000,Consumer Staples,36.4," 342,612,896 ",54.64098074
CECE,CECO ENVIRONMENTAL CORP,Russell 2000,Industrials,36.4," 166,476,096 ",54.64098074
NBEV,NEWAGE INC,Russell 2000,Consumer Staples,36.4," 61,720,180 ",54.64098074
EOG,EOG Resources,S&P 500,Energy,36.3," 73,038,979,072 ",54.46584939
SWX,SOUTHWEST GAS HOLDINGS INC,Russell 2000,Utilities,36.3," 5,940,379,648 ",54.46584939
BRKL,BROOKLINE BANCORP INC,Russell 2000,Financials,36.3," 1,165,100,288 ",54.46584939
TIPT,TIPTREE INC,Russell 2000,Financials,36.3," 426,810,528 ",54.46584939
SEEL,SEELOS THERAPEUTICS INC,Russell 2000,Health Care,36.3," 66,999,384 ",54.46584939
NUS,NU SKIN ENTERPRISES INC CLASS A,Russell 2000,Consumer Staples,36.2," 2,241,844,992 ",54.29071804
AMNB,AMERICAN NATIONAL BANKSHARES INC,Russell 2000,Financials,36.2," 383,668,352 ",54.29071804
ALPN,ALPINE IMMUNE SCIENCES INC,Russell 2000,Health Care,36.2," 287,796,800 ",54.29071804
PSTX,POSEIDA THERAPEUTICS INC,Russell 2000,Health Care,36.2," 191,828,864 ",54.29071804
IKNA,IKENA ONCOLOGY INC,Russell 2000,Health Care,36.2," 157,309,120 ",54.29071804
PRTG,PORTAGE BIOTECH INC,Russell 2000,Health Care,36.2," 78,396,016 ",54.29071804
COKE,COCA COLA CONSOLIDATED INC,Russell 2000,Consumer Staples,36.1," 4,641,790,464 ",54.11558669
SXT,SENSIENT TECHNOLOGIES CORP,Russell 2000,Materials,36.1," 3,727,702,016 ",54.11558669
AWR,AMERICAN STATES WATER,Russell 2000,Utilities,36.1," 2,865,537,280 ",54.11558669
AXNX,AXONICS INC,Russell 2000,Health Care,36.1," 2,700,098,304 ",54.11558669
USNA,USANA HEALTH SCIENCES INC,Russell 2000,Consumer Staples,36.1," 1,459,364,864 ",54.11558669
DGICA,DONEGAL GROUP INC CLASS A,Russell 2000,Financials,36.1," 438,720,128 ",54.11558669
NATR,NATURES SUNSHINE PRODUCTS INC,Russell 2000,Consumer Staples,36.1," 314,686,432 ",54.11558669
FRBK,REPUBLIC FIRST BANCORP INC,Russell 2000,Financials,36.1," 267,766,176 ",54.11558669
HGEN,HUMANIGEN INC,Russell 2000,Health Care,36.1," 145,030,800 ",54.11558669
SYRS,SYROS PHARMACEUTICALS INC,Russell 2000,Health Care,36.1," 66,574,464 ",54.11558669
APLT,APPLIED THERAPEUTICS INC,Russell 2000,Health Care,36.1," 53,785,644 ",54.11558669
SNSE,SENSEI BIOTHERAPEUTICS INC,Russell 2000,Health Care,36.1," 52,195,584 ",54.11558669
CCCC,C4 THERAPEUTICS INC,Russell 2000,Health Care,36," 446,935,712 ",53.94045534
DYN,DYNE THERAPEUTICS INC,Russell 2000,Health Care,36," 430,903,616 ",53.94045534
NMTR,9 METERS BIOPHARMA INC,Russell 2000,Health Care,36," 114,007,080 ",53.94045534
VREX,VAREX IMAGING CORP,Russell 2000,Health Care,35.9," 856,547,968 ",53.76532399
AVXL,ANAVEX LIFE SCIENCES CORP,Russell 2000,Health Care,35.9," 750,707,968 ",53.76532399
SRNE,SORRENTO THERAPEUTICS INC,Russell 2000,Health Care,35.9," 594,787,840 ",53.76532399
MCRB,SERES THERAPEUTICS INC,Russell 2000,Health Care,35.9," 434,307,936 ",53.76532399
ADGI,ADAGIO THERAPEUTICS INC,Russell 2000,Health Care,35.9," 354,250,240 ",53.76532399
NODK,NI HOLDINGS INC,Russell 2000,Financials,35.9," 335,618,880 ",53.76532399
EIGR,EIGER BIOPHARMACEUTICALS INC,Russell 2000,Health Care,35.9," 291,708,672 ",53.76532399
GRPH,GRAPHITE BIO INC,Russell 2000,Health Care,35.9," 257,567,952 ",53.76532399
PRLD,PRELUDE THERAPEUTICS INC,Russell 2000,Health Care,35.9," 225,477,872 ",53.76532399
AMSC,AMERICAN SUPERCONDUCTOR CORP,Russell 2000,Industrials,35.9," 169,038,736 ",53.76532399
ESE,ESCO TECHNOLOGIES INC,Russell 2000,Industrials,35.8," 1,693,450,880 ",53.59019264
PFBC,PREFERRED BANK,Russell 2000,Financials,35.8," 1,037,212,032 ",53.59019264
OEC,ORION ENGINEERED CARBONS SA,Russell 2000,Materials,35.8," 1,007,223,360 ",53.59019264
ALEC,ALECTOR INC,Russell 2000,Health Care,35.8," 849,934,336 ",53.59019264
BW,BABCOCK AND WILCOX ENTERPRISES INC,Russell 2000,Industrials,35.8," 698,472,832 ",53.59019264
JANX,JANUX THERAPEUTICS INC,Russell 2000,Health Care,35.8," 481,994,336 ",53.59019264
MCB,METROPOLITAN BANK HOLDING CORP,Russell 2000,Financials,35.7," 1,055,557,120 ",53.4150613
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Russell 2000,Financials,35.7," 878,162,688 ",53.4150613
CTBI,COMMUNITY TRUST BANCORP INC,Russell 2000,Financials,35.7," 732,175,040 ",53.4150613
FHTX,FOGHORN THERAPEUTICS,Russell 2000,Health Care,35.7," 513,218,592 ",53.4150613
MPB,MID PENN BANCORP INC,Russell 2000,Financials,35.7," 426,189,856 ",53.4150613
